Place,District,Type,Budget,Season,Interest,Rating,Approx_Cost,Image_URL,Youtube_Link,Hotel_Budget,Hotel_Budget_Price,Hotel_Premium,Hotel_Premium_Price,Latitude,Longitude,image_url
Jyotiba Temple,Kolhapur,Spiritual,Low,All,Spiritual,4.6,4000,/static/images/jyotiba_temple.jpg,https://www.youtube.com/embed/LDF37tlJjEk?si=FRWKtGPLJrwQmF-V,Hotel Pearl,1500,Sayaji Hotel Kolhapur,4600,16.7909,74.1751,https://source.unsplash.com/800x600/?Jyotiba%20Temple%2CSpiritual%2CMaharashtra
Rankala Lake,Kolhapur,Nature,Low,All,Relaxation,4.5,4000,/static/images/rankala.jpg,https://www.youtube.com/embed/E4YyZcaezzI?si=-w9gd8JCGX51hBpY,Hotel Vrishali,1400,Hotel Maratha Regency,4600,16.6918,74.214,https://source.unsplash.com/800x600/?Rankala%20Lake%2CNature%2CMaharashtra
Matheran Hill Station,Raigad,Hill,Medium,Monsoon,Nature,4.6,6000,/static/images/matheran.jpg,https://www.youtube.com/embed/sDcxsDR_eQg?si=N4Q9rGN7IqNDkJ-f,Adamo The Resort,1300,Radisson Blu Resort,4600,18.9859,73.268,https://source.unsplash.com/800x600/?Matheran%20Hill%20Station%2CHill%2CMaharashtra
Dukes Nose,Lonavala,Nature,Low,Monsoon,Adventure,4.6,4500,/static/images/dukes_nose.jpg,https://www.youtube.com/embed/RI6DL2B4xVw?si=c3ccOEfBfD1c_3tJ,Khandala Guest House,1300,Fariyas Resort Lonavala,4600,18.7303,73.385,https://source.unsplash.com/800x600/?Dukes%20Nose%2CNature%2CMaharashtra
Kune Falls,Lonavala,Nature,Medium,Monsoon,Nature,4.5,4500,/static/images/kune_falls.jpg,https://www.youtube.com/embed/rqBAKBNgeis?si=yi3xOymPN5gnaEf9,Hotel Chandralok,1200,Fariyas Resort Lonavala,4600,18.7845,73.3847,https://source.unsplash.com/800x600/?Kune%20Falls%2CNature%2CMaharashtra
Amrutanjan Point,Lonavala,Nature,Low,All,Nature,4.2,4000,/static/images/amrutanjan.jpg,https://www.youtube.com/embed/pf8gippUKWE?si=zWUHoN6Ep3xrbeLJ,Lonavala Guest House,1600,Fariyas Resort Lonavala,5000,18.7663,73.3647,https://source.unsplash.com/800x600/?Amrutanjan%20Point%2CNature%2CMaharashtra
Ryewood Park,Lonavala,Nature,Low,All,Relaxation,4.1,4000,/static/images/ryewood.jpg,https://www.youtube.com/embed/LreJcEqVenI?si=wvy8Egs8PApVYPt_,Hotel Chandralok,1200,The Machan,3500,18.7523,73.4077,https://source.unsplash.com/800x600/?Ryewood%20Park%2CNature%2CMaharashtra
Bhushi Dam,Lonavala,Nature,Medium,Monsoon,Relaxation,4.6,5000,/static/images/bhushi.jpg,https://www.youtube.com/embed/nsKR1UHCpgM?si=z7dAvVRE3deyJOQS,Hotel Lonavala,1700,The Machan,6000,18.73,73.4147,https://source.unsplash.com/800x600/?Bhushi%20Dam%2CNature%2CMaharashtra
Valvan Dam,Lonavala,Nature,Medium,Monsoon,Relaxation,4.3,4500,/static/images/valvan.jpg,https://www.youtube.com/embed/4Apl_DjAI6g?si=GPxs-aUq2Hd3TChE,Valvan Village Resort,1600,Fariyas Resort Lonavala,5500,18.7686,73.4259,https://source.unsplash.com/800x600/?Valvan%20Dam%2CNature%2CMaharashtra
Shivaji Park,Mumbai,Nature,Low,All,Relaxation,4.2,4000,/static/images/shivaji_park.jpg,https://www.youtube.com/embed/v5XpE_kZVPY?si=i5_nNo8zbcKv0D8y,Pritam Hotel,1400,ITC Grand Central,5500,19.0264,72.8373,https://source.unsplash.com/800x600/?Shivaji%20Park%2CNature%2CMaharashtra
Chor Bazaar,Mumbai,Historical,Low,All,Cultural,4.1,4000,/static/images/chor_bazzar.jpg,https://www.youtube.com/embed/hYw0SYP84Ss?si=cQwA74eYTry4JR1p,Hotel Orient,1200,The St. Regis Mumbai,5500,18.961,72.8277,https://source.unsplash.com/800x600/?Chor%20Bazaar%2CHistorical%2CMaharashtra
Crawford Market,Mumbai,Historical,Low,All,Cultural,4.4,4500,/static/images/crawford.jpg,https://www.youtube.com/embed/lTA41Z7W6b8?si=JhIgKS1dSDGNYP0B,Empire Hotel,1000,The Taj Mahal Palace,5500,18.9472,72.834,https://source.unsplash.com/800x600/?Crawford%20Market%2CHistorical%2CMaharashtra
Taraporewala Aquarium,Mumbai,Nature,Low,All,Nature,4,4000,/static/images/tarapo.jpg,https://www.youtube.com/embed/7BXjvXVMT0I?si=2QP3eBkEX5GqyYmR,Hotel Marine Plaza,1000,Trident Nariman Point,5500,18.9515,72.8181,https://source.unsplash.com/800x600/?Taraporewala%20Aquarium%2CNature%2CMaharashtra
Elephanta Island,Mumbai,Historical,Low,All,Cultural,4.6,4500,/static/images/elephanta.jpg,https://www.youtube.com/embed/8BHa86mCMVU?si=oNQjlATha4GeulOK,Hotel Sea Lord,1100,The Taj Mahal Palace,5500,18.9634,72.9315,https://source.unsplash.com/800x600/?Elephanta%20Island%2CHistorical%2CMaharashtra
Karnala Bird Sanctuary,Raigad,Wildlife,Low,Monsoon,Nature,4.5,4500,/static/images/karnala.jpg,https://www.youtube.com/embed/B81FmzA6cKQ?si=IkJtFALdylMN_Xnp,Karnala Resort,1200,Radisson Blu Resort,5500,18.8876,73.1168,https://source.unsplash.com/800x600/?Karnala%20Bird%20Sanctuary%2CWildlife%2CMaharashtra
Karnala Fort,Raigad,Fort,Low,Monsoon,Adventure,4.4,4500,/static/images/karnala_fort.jpg,https://www.youtube.com/embed/uUg0ZOVN7Yg?si=wWwQ3QIFyDk1YXne,Karnala Resort,1400,Radisson Blu Resort,5500,18.8878,73.1119,https://source.unsplash.com/800x600/?Karnala%20Fort%2CFort%2CMaharashtra
Phansad Bird Sanctuary,Raigad,Wildlife,Low,Winter,Nature,4.3,4500,/static/images/phasad.jpg,https://www.youtube.com/embed/xW33m7GcYXg?si=G05YI3zV4W9eFDHo,Phansad Lodge,1700,Prakruti Resorts,5500,18.4285,72.9372,https://source.unsplash.com/800x600/?Phansad%20Bird%20Sanctuary%2CWildlife%2CMaharashtra
Malshej Ghat,Pune,Hill,Medium,Monsoon,Nature,4.7,5500,/static/images/malshej.jpg,https://www.youtube.com/embed/CSDykVOSkYU?si=ZpZAJ6np-7lgHROk,MTDC Malshej Ghat,1500,Saj By The Lake,5500,19.3377,73.7441,https://source.unsplash.com/800x600/?Malshej%20Ghat%2CHill%2CMaharashtra
Harishchandragad,Ahmednagar,Fort,Medium,Winter,Adventure,4.8,5000,/static/images/hari.jpg,https://www.youtube.com/embed/u4U-pyBe7bU?si=ogwvBhXbFl8apABx,MTDC Malshej Ghat,1200,Saj By The Lake,5500,19.3879,73.7745,https://source.unsplash.com/800x600/?Harishchandragad%2CFort%2CMaharashtra
Bhandardara,Ahmednagar,Nature,Medium,Monsoon,Nature,4.7,6000,/static/images/bhandardara.jpg,https://www.youtube.com/embed/VdAiwtsDTYc?si=ZFYXnl6FzKUTTDAC,MTDC Bhandardara,1500,Anandvan Resort,5500,19.5539,73.7736,https://source.unsplash.com/800x600/?Bhandardara%2CNature%2CMaharashtra
Randha Falls,Ahmednagar,Nature,Low,Monsoon,Nature,4.5,4500,/static/images/randha.jpg,https://www.youtube.com/embed/bxxTuJzi9pE?si=g0uc_oo5xFNDrRb7,MTDC Bhandardara,1500,Anandvan Resort,4500,19.5663,73.8119,https://source.unsplash.com/800x600/?Randha%20Falls%2CNature%2CMaharashtra
Umbrella Falls,Ahmednagar,Nature,Medium,Monsoon,Nature,4.6,5000,/static/images/umbrella.jpg,https://www.youtube.com/embed/sMwLkwY6lns?si=G7DLuQXwu8tLldb0,MTDC Bhandardara,1200,Anandvan Resort,5000,19.554,73.7737,https://source.unsplash.com/800x600/?Umbrella%20Falls%2CNature%2CMaharashtra
Ratangad Fort,Ahmednagar,Fort,Low,Winter,Adventure,4.7,4500,/static/images/ratnagad.jpg,https://www.youtube.com/embed/U_TmtBD0p1A?si=4UuHFEt3cS6aFZyz,Ratanwadi Guest House,1500,Anandvan Resort,5000,19.4975,73.6938,https://source.unsplash.com/800x600/?Ratangad%20Fort%2CFort%2CMaharashtra
Kalsubai Peak,Ahmednagar,Hill,Low,Winter,Adventure,4.8,4500,/static/images/kalsubai.jpg,https://www.youtube.com/embed/iEm2S8lCi68?si=8onAg0s-Rrlu3oK7,Bari Village Lodge,1450,Anandvan Resort,5000,19.5966,73.7056,https://source.unsplash.com/800x600/?Kalsubai%20Peak%2CHill%2CMaharashtra
Tadoba National Park,Chandrapur,Wildlife,High,Winter,Wildlife,4.8,12000,/static/images/tadoba.jpg,https://www.youtube.com/embed/wMVWSnS6CoY?si=paB1h4hzMaxk58kj,MTDC Tadoba,1250,Svasara Jungle Lodge,5000,20.2458,79.2891,https://source.unsplash.com/800x600/?Tadoba%20National%20Park%2CWildlife%2CMaharashtra
Hemalkasa,Gadchiroli,Nature,Medium,Winter,Nature,4.6,7000,/static/images/hemal.jpg,https://www.youtube.com/embed/9HtibF3J1sI?si=9Qiw6FN9VGkh7w3j,Gadchiroli Guest House,1550,Regenta Central,5000,19.1678,80.523,https://source.unsplash.com/800x600/?Hemalkasa%2CNature%2CMaharashtra
Diksal Waterfall,Raigad,Nature,Low,Monsoon,Nature,4.5,4500,/static/images/diksal.jpg,https://www.youtube.com/embed/nDkPbmUpQO8?si=va9J2U6OxE0DnPov,Bhivpuri Lodge,1550,Radisson Blu Resort,5000,18.9189,73.3512,https://source.unsplash.com/800x600/?Diksal%20Waterfall%2CNature%2CMaharashtra
Kondana Caves,Raigad,Historical,Low,Winter,Adventure,4.4,4500,/static/images/kondana.jpg,https://www.youtube.com/embed/eZX-oPwLf-E?si=VD-oLxYcphCBUL0-,Karjat Guest House,1600,U Rivergate Karjat,5000,18.8687,73.3853,https://source.unsplash.com/800x600/?Kondana%20Caves%2CHistorical%2CMaharashtra
Rajmachi Fort,Pune,Fort,Medium,Monsoon,Adventure,4.8,5500,/static/images/rajmachi.jpg,https://www.youtube.com/embed/izaAWYft6LU?si=IOf-rNhzWiTKb76I,Udhewadi Lodge,1200,The Machan,5000,18.8282,73.3986,https://source.unsplash.com/800x600/?Rajmachi%20Fort%2CFort%2CMaharashtra
Shrivardhan Beach,Raigad,Beach,Medium,Winter,Relaxation,4.6,5500,/static/images/shrivardhan_beach.jpg,https://www.youtube.com/embed/LKGiCkD3g7c?si=yyiesQV9hhD1XmlX,Subhash Residency,1200,Gokul Guest House,5000,18.041,73.0185,https://source.unsplash.com/800x600/?Shrivardhan%20Beach%2CBeach%2CMaharashtra
Bordi Beach,Palghar,Beach,Low,All,Relaxation,4.3,4500,/static/images/bordi.jpg,https://www.youtube.com/embed/5lUNHU9YXF8?si=NUiCntaAne-IXA0V,Gholvad Guest House,1700,Treat Resort,5000,20.125,72.7483,https://source.unsplash.com/800x600/?Bordi%20Beach%2CBeach%2CMaharashtra
Dahanu Beach,Palghar,Beach,Low,All,Relaxation,4.2,4500,/static/images/dahanu.jpg,https://www.youtube.com/embed/5Vh7C7cjCjg?si=Bu5A7cw6TGUV3JR7,Dahanu Lodge,1400,Treat Resort,5000,19.9806,72.7303,https://source.unsplash.com/800x600/?Dahanu%20Beach%2CBeach%2CMaharashtra
Chikhaldara,Amravati,Hill,Medium,Monsoon,Nature,4.6,6000,/static/images/chikhaldara.jpg,https://www.youtube.com/embed/OjGkW9JT1v4?si=LCgDbtbHcFCZ3Iee,MTDC Chikhaldara,1500,Melghat Resort,5000,21.4026,77.3238,https://source.unsplash.com/800x600/?Chikhaldara%2CHill%2CMaharashtra
Melghat Tiger Reserve,Amravati,Wildlife,High,Winter,Wildlife,4.7,10000,/static/images/melghat.jpg,https://www.youtube.com/embed/C-E3X2a3MEs?si=Ajdy3D9iLNQTtgtP,Semadoh Lodge,1200,Melghat Resort,5000,21.5033,77.306,https://source.unsplash.com/800x600/?Melghat%20Tiger%20Reserve%2CWildlife%2CMaharashtra
Lonar Crater Lake,Buldhana,Nature,Medium,Winter,Cultural,4.6,5500,/static/images/lonar.jpg,https://www.youtube.com/embed/9QiUM0mb3UU?si=t7z7Bq-cYLSix4SO,MTDC Lonar,1200,Vrundavan Resort,5000,19.976,76.505,https://source.unsplash.com/800x600/?Lonar%20Crater%20Lake%2CNature%2CMaharashtra
Sindkhed Raja,Buldhana,Historical,Low,All,Cultural,4.2,4000,/static/images/sindhkhed.jpg,https://www.youtube.com/embed/PpPQsqKfDHc?si=Yhf3fWClMgOoK4AJ,Buldhana Guest House,2000,Vrundavan Resort,5000,19.9575,76.1265,https://source.unsplash.com/800x600/?Sindkhed%20Raja%2CHistorical%2CMaharashtra
Gawilghur Fort,Amravati,Fort,Low,All,Adventure,4.3,4500,/static/images/gawlighur.jpg,https://www.youtube.com/embed/6ZZSdIfeCgQ?si=cQj7nVGe3Q-8rqOI,Chikhaldara Guest House,1200,Melghat Resort,4590,21.3789,77.3235,https://source.unsplash.com/800x600/?Gawilghur%20Fort%2CFort%2CMaharashtra
Bhimashankar Temple,Pune,Spiritual,Medium,All,Spiritual,4.7,5500,/static/images/bhima.jpg,https://www.youtube.com/embed/ZO6jdYjQYQ8?si=99Rls_4saugCX7QV,Bhimashankar Lodge,2000,Blue Mormon Resort,4590,19.072,73.5358,https://source.unsplash.com/800x600/?Bhimashankar%20Temple%2CSpiritual%2CMaharashtra
Bhimashankar Wildlife Sanctuary,Pune,Wildlife,Medium,Monsoon,Wildlife,4.6,5500,/static/images/bhimashankar.jpg,https://www.youtube.com/embed/o0Y4WNFzjRo?si=jLq6ylcYq0lfeL6d,Bhimashankar Lodge,2000,Blue Mormon Resort,4590,19.1235,73.5412,https://source.unsplash.com/800x600/?Bhimashankar%20Wildlife%20Sanctuary%2CWildlife%2CMaharashtra
Igatpuri,Nashik,Nature,Medium,Monsoon,Nature,4.6,6000,/static/images/igatpuri.jpg,https://www.youtube.com/embed/3dkB60S_zCk?si=zdLpvkNWFYExMNbi,Manas Resort,1200,Taj Maraika Nashik,4590,19.699,73.5539,https://source.unsplash.com/800x600/?Igatpuri%2CNature%2CMaharashtra
Camel Valley,Nashik,Nature,Low,Monsoon,Nature,4.5,4500,/static/images/camel.jpg,https://www.youtube.com/embed/oFhiAra_s4M?si=TAIJeApfsnORPotu,Igatpuri Guest House,1900,Manas Lifestyle Resort,4590,19.6644,73.5222,https://source.unsplash.com/800x600/?Camel%20Valley%2CNature%2CMaharashtra
Tringalwadi Fort,Nashik,Fort,Low,Winter,Adventure,4.4,4500,/static/images/tringalwadi.jpg,https://www.youtube.com/embed/wrWlfUcT3-A?si=otJCLl6P5MCNqDyD,Igatpuri Guest House,2000,Mystic Valley Spa Resort,4590,19.6995,73.5135,https://source.unsplash.com/800x600/?Tringalwadi%20Fort%2CFort%2CMaharashtra
Vipassana International Academy,Nashik,Spiritual,Low,All,Relaxation,4.8,4000,/static/images/vipassana.jpg,https://www.youtube.com/embed/iwfViNiwUZM?si=wi1-Pm7O2w8lmDfL,Igatpuri Guest House,1800,Manas Lifestyle Resort,4590,19.6738,73.5463,https://source.unsplash.com/800x600/?Vipassana%20International%20Academy%2CSpiritual%2CMaharashtra
Saptashrungi,Nashik,Spiritual,Low,All,Spiritual,4.6,4000,/static/images/saptashrungi.jpg,https://www.youtube.com/embed/ZA8P-wCRMt4?si=y5aDAsJkhX7nHMtZ,Vani Lodge,1200,Gateway Hotel Ambad,4590,20.392,73.8966,https://source.unsplash.com/800x600/?Saptashrungi%2CSpiritual%2CMaharashtra
Torna Fort,Pune,Fort,Low,Winter,Adventure,4.8,4500,/static/images/torna.jpg,https://www.youtube.com/embed/UCIeF5LUSuo?si=_Wjf113iOamY_jNN,Velhe Guest House,1700,Corinthians Resort,4590,18.273,73.619,https://source.unsplash.com/800x600/?Torna%20Fort%2CFort%2CMaharashtra
Visapur Fort,Pune,Fort,Low,Monsoon,Adventure,4.7,4500,/static/images/visapur.jpg,https://www.youtube.com/embed/fnVgqjCBbp4?si=6B9KEjQ9VuzuLOpf,Malavli Lodge,1600,The Machan,4000,18.729,73.493,https://source.unsplash.com/800x600/?Visapur%20Fort%2CFort%2CMaharashtra
Tikona Fort,Pune,Fort,Low,Winter,Adventure,4.6,4500,/static/images/tikona.jpg,https://www.youtube.com/embed/TYQwKUWOzFY?si=D8bcmAKzyhBRThum,Kamshet Guest House,1200,Hilton Shillim Resort,5000,18.636,73.5126,https://source.unsplash.com/800x600/?Tikona%20Fort%2CFort%2CMaharashtra
Korigad Fort,Pune,Fort,Low,Monsoon,Adventure,4.5,4500,/static/images/korigad.jpg,https://www.youtube.com/embed/iVpBhDIXAok?si=XpnOvCSCKsSHXgdT,Aamby Lodge,1500,Aamby Valley Resort,5000,18.577,73.3888,https://source.unsplash.com/800x600/?Korigad%20Fort%2CFort%2CMaharashtra
Aamby Valley,Pune,Nature,High,All,Relaxation,4.7,25000,/static/images/aamby.jpg,https://www.youtube.com/embed/Q15ndinHXKM?si=-YtZGO9UUeukrdFI,Aamby Lodge,1400,Aamby Valley Resort,6000,18.57,73.39,https://source.unsplash.com/800x600/?Aamby%20Valley%2CNature%2CMaharashtra
Lavasa,Pune,Hill,High,All,Relaxation,4.4,15000,/static/images/lavasa.jpg,https://www.youtube.com/embed/aLF2VA5U3TY?si=Dg8dg1X2--ALuJmH,Mercure Lavasa,1200,Dasvino Town and Country Club,6600,18.4069,73.5042,https://source.unsplash.com/800x600/?Lavasa%2CHill%2CMaharashtra
Panshet Dam,Pune,Nature,Low,Monsoon,Relaxation,4.5,4500,/static/images/panshet.jpg,https://www.youtube.com/embed/vYWYS8kL5fY?si=E9zZMwEAaKiF79eZ,Panshet Boating Club,1500,Oxford Golf Resort,6500,18.3857,73.6186,https://source.unsplash.com/800x600/?Panshet%20Dam%2CNature%2CMaharashtra
Neelkantheshwar,Pune,Spiritual,Low,All,Spiritual,4.3,4000,/static/images/neel.jpg,https://www.youtube.com/embed/AFIhaxrdB_A?si=GKjrhqXbLnQDVt6w,Panshet Lodge,1400,Corinthians Resort,5000,18.3844,73.619,https://source.unsplash.com/800x600/?Neelkantheshwar%2CSpiritual%2CMaharashtra
Baneshwar,Pune,Spiritual,Low,All,Spiritual,4.2,4000,/static/images/baneshwar.jpg,https://www.youtube.com/embed/qPwthlEJ3W8?si=moJowZi2BwILGynu,Nasrapur Lodge,1200,Fort JadhavGADH,6000,18.256,73.8633,https://source.unsplash.com/800x600/?Baneshwar%2CSpiritual%2CMaharashtra
Khed Shivapur,Pune,Spiritual,Low,All,Spiritual,4.1,4000,/static/images/khed.jpg,https://www.youtube.com/embed/VV7R90CJtZY?si=Y21LUOfQ0BoQiAa3,Shivapur Guest House,1400,Fort JadhavGADH,4500,18.3444,73.8344,https://source.unsplash.com/800x600/?Khed%20Shivapur%2CSpiritual%2CMaharashtra
Naldurg Fort Garden,Dharashiv,Fort,High,Winter,Adventure,4.8,14946,/static/images/naldurg_fort_garden.jpg,https://www.youtube.com/embed/sample_naldurg_fort_garden,Royal Inn Dharashiv,1344,The Taj Mahal Inn Dharashiv,4135,17.4303,76.5793,https://source.unsplash.com/800x600/?Naldurg%20Fort%20Garden%2CFort%2CMaharashtra
Vishwa Shanti Stupa Valley,Wardha,Beach,High,All,Wildlife,4.8,9278,/static/images/vishwa_shanti_stupa_valley.jpg,https://www.youtube.com/embed/sample_vishwa_shanti_stupa_valley,Royal Inn Wardha,1015,Vivanta Plaza Wardha,6649,18.4954,74.0525,https://source.unsplash.com/800x600/?Vishwa%20Shanti%20Stupa%20Valley%2CBeach%2CMaharashtra
Siddheshwar Temple Garden,Solapur,Spiritual,High,All,Spiritual,3.5,13957,/static/images/siddheshwar_temple_garden.jpg,https://www.youtube.com/embed/sample_siddheshwar_temple_garden,Pleasant Stay Solapur,1301,Vivanta Plaza Solapur,5901,20.2342,74.6069,https://source.unsplash.com/800x600/?Siddheshwar%20Temple%20Garden%2CSpiritual%2CMaharashtra
Patnadevi Temple Memorial,Jalgaon,Spiritual,Low,Winter,Spiritual,3.7,2127,/static/images/patnadevi_temple_memorial.jpg,https://www.youtube.com/embed/sample_patnadevi_temple_memorial,Green Leaf Lodge Jalgaon,1551,Novotel Heritage Jalgaon,5863,20.9976,78.2874,https://source.unsplash.com/800x600/?Patnadevi%20Temple%20Memorial%2CSpiritual%2CMaharashtra
Aundha Nagnath Temple,Hingoli,Spiritual,Low,Monsoon,Spiritual,4.1,2188,/static/images/aundha_nagnath_temple.jpg,https://www.youtube.com/embed/sample_aundha_nagnath_temple,The Residency Hingoli,1390,Gateway Palace Hingoli,5456,18.5755,76.8324,https://source.unsplash.com/800x600/?Aundha%20Nagnath%20Temple%2CSpiritual%2CMaharashtra
Roshan Gate Point,Chhatrapati Sambhaji Nagar,Hill,Medium,Winter,Wildlife,4.9,4049,/static/images/roshan_gate_point.jpg,https://www.youtube.com/embed/sample_roshan_gate_point,The Residency Chhatrapati Sambhaji Nagar,1548,Orchid Resort Chhatrapati Sambhaji Nagar,3561,18.6918,76.7246,https://source.unsplash.com/800x600/?Roshan%20Gate%20Point%2CHill%2CMaharashtra
Sarasgad Fort Ancient Site,Raigad,Fort,High,Monsoon,Adventure,4.3,14669,/static/images/sarasgad_fort_ancient_site.jpg,https://www.youtube.com/embed/sample_sarasgad_fort_ancient_site,City Center Guest House Raigad,1691,The Taj Mahal Inn Raigad,6653,19.8216,75.4077,https://source.unsplash.com/800x600/?Sarasgad%20Fort%20Ancient%20Site%2CFort%2CMaharashtra
Daulatabad Fort Garden,Aurangabad,Fort,Low,Winter,Adventure,4.1,3691,/static/images/daulatabad_fort_garden.jpg,https://www.youtube.com/embed/sample_daulatabad_fort_garden,Hotel Sai Aurangabad,1482,Vivanta Plaza Aurangabad,6968,17.5465,78.9698,https://source.unsplash.com/800x600/?Daulatabad%20Fort%20Garden%2CFort%2CMaharashtra
Alandi Valley,Pune,Spiritual,High,Monsoon,Nature,4.4,12202,/static/images/alandi_valley.jpg,https://www.youtube.com/embed/sample_alandi_valley,City Center Guest House Pune,1272,Orchid Resort Pune,4064,16.5062,75.3073,https://source.unsplash.com/800x600/?Alandi%20Valley%2CSpiritual%2CMaharashtra
Parli Vaijnath Temple Valley,Beed,Spiritual,Low,All,Spiritual,4.3,3650,/static/images/parli_vaijnath_temple_valley.jpg,https://www.youtube.com/embed/sample_parli_vaijnath_temple_valley,Royal Inn Beed,1275,Marriott Executive Beed,4185,20.4078,77.2479,https://source.unsplash.com/800x600/?Parli%20Vaijnath%20Temple%20Valley%2CSpiritual%2CMaharashtra
Andhalgaon Museum,Bhandara,Hill,Low,Monsoon,Spiritual,4.6,3500,/static/images/andhalgaon_museum.jpg,https://www.youtube.com/embed/sample_andhalgaon_museum,Royal Inn Bhandara,1532,Marriott Executive Bhandara,5832,19.3364,78.8889,https://source.unsplash.com/800x600/?Andhalgaon%20Museum%2CHill%2CMaharashtra
Grishneshwar Temple Point,Aurangabad,Spiritual,High,Monsoon,Spiritual,4.9,13795,/static/images/grishneshwar_temple_point.jpg,https://www.youtube.com/embed/sample_grishneshwar_temple_point,Hotel Sai Aurangabad,1083,Marriott Executive Aurangabad,4872,19.6132,76.1822,https://source.unsplash.com/800x600/?Grishneshwar%20Temple%20Point%2CSpiritual%2CMaharashtra
Pandharpur Temple Point,Solapur,Spiritual,High,Winter,Spiritual,4.5,12416,/static/images/pandharpur_temple_point.jpg,https://www.youtube.com/embed/sample_pandharpur_temple_point,Royal Inn Solapur,1403,Gateway Palace Solapur,3717,16.5768,73.5055,https://source.unsplash.com/800x600/?Pandharpur%20Temple%20Point%2CSpiritual%2CMaharashtra
Bhakti Dham Garden,Amravati,Beach,Low,All,Wildlife,4.0,2133,/static/images/bhakti_dham_garden.jpg,https://www.youtube.com/embed/sample_bhakti_dham_garden,The Residency Amravati,1531,Vivanta Plaza Amravati,4068,16.3396,78.8748,https://source.unsplash.com/800x600/?Bhakti%20Dham%20Garden%2CBeach%2CMaharashtra
Laling Fort Lake Side,Dhule,Fort,Low,Winter,Adventure,3.9,3880,/static/images/laling_fort_lake_side.jpg,https://www.youtube.com/embed/sample_laling_fort_lake_side,Heritage Home Dhule,1768,Novotel Heritage Dhule,6874,18.1626,75.1926,https://source.unsplash.com/800x600/?Laling%20Fort%20Lake%20Side%2CFort%2CMaharashtra
Sahastrakund Waterfall Garden,Yavatmal,Nature,High,All,Nature,3.8,12361,/static/images/sahastrakund_waterfall_garden.jpg,https://www.youtube.com/embed/sample_sahastrakund_waterfall_garden,City Center Guest House Yavatmal,1315,Marriott Executive Yavatmal,5358,17.7632,75.8337,https://source.unsplash.com/800x600/?Sahastrakund%20Waterfall%20Garden%2CNature%2CMaharashtra
Dharur Fort Lake Side,Beed,Fort,High,Monsoon,Adventure,4.0,12553,/static/images/dharur_fort_lake_side.jpg,https://www.youtube.com/embed/sample_dharur_fort_lake_side,City Center Guest House Beed,1749,Orchid Resort Beed,4659,18.1774,78.438,https://source.unsplash.com/800x600/?Dharur%20Fort%20Lake%20Side%2CFort%2CMaharashtra
Audumbar Heritage,Kolhapur,Historical,Medium,Winter,Cultural,4.0,6079,/static/images/audumbar_heritage.jpg,https://www.youtube.com/embed/sample_audumbar_heritage,Royal Inn Kolhapur,1307,Marriott Executive Kolhapur,4690,20.0514,73.4827,https://source.unsplash.com/800x600/?Audumbar%20Heritage%2CHistorical%2CMaharashtra
Ellora Caves View,Aurangabad,Historical,High,All,Cultural,4.2,9469,/static/images/ellora_caves_view.jpg,https://www.youtube.com/embed/sample_ellora_caves_view,The Residency Aurangabad,1644,Vivanta Plaza Aurangabad,4834,17.3182,76.2198,https://source.unsplash.com/800x600/?Ellora%20Caves%20View%2CHistorical%2CMaharashtra
Ambazari Lake Garden,Nagpur,Fort,High,Monsoon,Adventure,3.5,8851,/static/images/ambazari_lake_garden.jpg,https://www.youtube.com/embed/sample_ambazari_lake_garden,Hotel Sai Nagpur,1316,Marriott Executive Nagpur,5358,16.8744,74.8348,https://source.unsplash.com/800x600/?Ambazari%20Lake%20Garden%2CFort%2CMaharashtra
